Name,X,Y,Z,Depth From,Depth To,Length,AL2O3,ALT,BAO,CAO,Reagente,FE2O3,Recuperacao,MGO,NB2O5,P2O5,SIO2,TIO2
DH1,2634.56,1816.84,407.75,0,5,5,32.33,ALT1,0.16,0.16,716.00,17.50,13.35,0.10,0.07,1.06,18.65,4.55
DH1,2634.56,1816.84,402.75,5,10,5,30.17,ALT1,0.20,0.20,716.00,16.63,13.21,0.11,0.06,1.29,23.69,4.19
DH1,2634.56,1816.84,397.75,10,15,5,28.39,ALT1,0.26,0.24,722.50,15.84,13.20,0.12,0.06,1.60,28.66,3.86
DH1,2634.56,1816.84,392.75,15,20,5,28.05,ALT1,0.29,0.30,722.50,15.87,13.20,0.13,0.06,1.82,28.62,3.92
DH1,2634.56,1816.84,387.75,20,25,5,26.02,ALT1,0.42,0.42,724.75,17.88,13.16,0.17,0.09,2.45,26.02,4.94
DH1,2634.56,1816.84,382.75,25,30,5,24.40,ALT1,0.60,0.56,862.25,21.00,12.99,0.19,0.11,3.14,22.80,5.91
DH1,2634.56,1816.84,377.75,30,35,5,22.37,ALT1,0.70,0.68,627.00,24.46,11.36,0.21,0.15,3.75,19.09,7.28
DH1,2634.56,1816.84,372.75,35,40,5,21.72,ALT1,0.63,0.79,616.00,25.25,11.37,0.24,0.17,4.07,17.88,7.68
DH1,2634.56,1816.84,367.75,40,45,5,20.95,ALT1,0.56,0.90,699.25,26.50,11.71,0.26,0.18,4.38,16.50,8.03
DH1,2634.56,1816.84,362.75,45,50,5,19.73,ALT1,0.55,0.95,715.75,28.18,11.78,0.30,0.19,4.61,14.94,8.73
DH1,2634.56,1816.84,357.40,50,55.7,5.7,18.26,ALT1,0.55,0.89,717.75,30.42,11.55,0.37,0.20,4.60,13.70,9.83
DH1,2634.56,1816.84,327.05,80.7,85.7,5,3.93,ALT3,0.29,18.58,687.25,24.28,12.27,0.67,0.19,14.59,13.94,6.76
DH1,2634.56,1816.84,317.05,90.7,95.7,5,2.40,ALT3,0.13,9.63,704.75,26.86,11.73,1.25,0.20,7.38,24.73,13.27
DH1,2634.56,1816.84,312.05,95.7,100.7,5,3.68,ALT3,0.14,10.59,676.00,26.52,13.04,3.24,0.14,5.76,19.81,13.56
DH1,2634.56,1816.84,307.05,100.7,105.7,5,2.82,ALT3,0.08,6.14,701.00,35.93,11.68,2.76,0.18,3.24,20.00,15.22
DH1,2634.56,1816.84,302.05,105.7,110.7,5,2.18,ALT3,0.12,12.58,689.50,25.52,12.26,3.21,0.17,8.06,22.89,11.48
DH1,2634.56,1816.84,297.05,110.7,115.7,5,1.88,ALT3,0.13,17.72,690.00,14.58,12.21,4.34,0.15,10.37,27.45,7.91
DH1,2634.56,1816.84,292.05,115.7,120.7,5,2.10,ALT3,0.12,18.91,699.00,12.61,13.38,9.17,0.10,6.66,25.29,6.46
DH1,2634.56,1816.84,287.05,120.7,125.7,5,2.87,ALT3,0.13,17.08,693.75,20.09,12.25,7.03,0.17,9.66,15.70,9.98
DH1,2634.56,1816.84,282.05,125.7,130.7,5,1.98,ALT3,0.14,27.11,737.75,14.87,14.23,4.51,0.10,18.74,12.58,3.54
DH1,2634.56,1816.84,278.13,130.7,133.55,2.85,2.86,ALT3,0.15,19.85,722.00,14.81,13.33,7.32,0.09,12.29,19.83,3.85
DH1,2634.56,1816.84,274.20,133.55,138.55,5,1.05,ALT4,0.08,15.88,693.50,24.72,11.89,9.17,0.21,2.63,12.33,14.68
DH1,2634.56,1816.84,269.20,138.55,143.55,5,0.90,ALT4,0.09,13.89,720.00,32.80,11.75,7.39,0.19,2.19,11.36,15.28
DH1,2634.56,1816.84,263.38,143.55,150.2,6.65,1.61,ALT4,0.10,14.49,689.75,24.13,11.84,8.73,0.17,1.92,14.68,13.15
DH1,2634.56,1816.84,257.55,150.2,155.2,5,2.78,ALT3,0.11,19.73,742.00,20.18,13.33,5.68,0.13,10.71,17.05,6.39
DH1,2634.56,1816.84,252.55,155.2,160.2,5,1.61,ALT3,0.08,14.92,710.75,29.87,11.60,4.78,0.25,6.43,7.83,20.20
DH1,2634.56,1816.84,247.50,160.2,165.3,5.1,1.88,ALT3,0.07,17.87,681.25,22.23,12.34,6.76,0.16,9.65,12.88,11.61
DH1,2634.56,1816.84,243.63,165.3,167.95,2.65,0.66,ALT4,0.12,15.27,672.25,28.57,11.90,8.97,0.16,1.16,10.62,15.85
DH1,2634.56,1816.84,239.68,167.95,173.2,5.25,0.82,ALT5,0.25,19.75,693.25,19.51,11.82,10.06,0.15,0.90,11.98,13.48
DH103,4106.49,2084.92,429.25,0,5,5,36.70,ALT1,0.06,0.26,710.50,17.73,13.25,0.14,0.05,0.76,12.81,4.59
DH103,4106.49,2084.92,424.25,5,10,5,33.55,ALT1,0.11,0.14,710.50,15.34,13.21,0.09,0.04,0.89,23.23,3.75
DH103,4106.49,2084.92,419.25,10,15,5,31.14,ALT1,0.13,0.14,717.50,14.28,13.32,0.10,0.04,1.03,28.50,3.57
DH103,4106.49,2084.92,414.25,15,20,5,29.95,ALT1,0.19,0.18,716.00,14.00,13.21,0.11,0.04,1.32,30.24,3.77
DH103,4106.49,2084.92,409.25,20,25,5,28.35,ALT1,0.27,0.25,722.50,16.09,13.20,0.14,0.05,1.72,28.83,4.35
DH103,4106.49,2084.92,404.25,25,30,5,25.63,ALT1,0.36,0.32,722.50,21.66,13.16,0.14,0.06,2.24,24.40,5.08
DH103,4106.49,2084.92,400.25,30,33,3,22.97,ALT1,0.35,0.40,722.50,26.14,13.40,0.14,0.07,2.78,20.37,6.80
DH103,4106.49,2084.92,396.25,33,38,5,13.83,ALT2,0.31,0.41,683.75,40.06,13.68,0.21,0.14,3.43,10.43,11.92
DH103,4106.49,2084.92,391.25,38,43,5,9.62,ALT2,0.33,0.53,703.25,43.68,11.63,0.41,0.20,3.84,5.64,17.53
DH103,4106.49,2084.92,386.25,43,48,5,7.01,ALT2,0.28,0.55,701.00,50.82,11.59,0.69,0.18,3.80,2.98,17.47
DH103,4106.49,2084.92,380.75,48,54,6,7.16,ALT2,0.30,0.62,682.00,48.65,11.68,0.47,0.17,3.95,4.59,16.32
DH103,4106.49,2084.92,375.25,54,59,5,3.23,ALT3,0.15,6.59,715.25,47.42,12.69,1.95,0.12,6.07,7.77,14.05
DH103,4106.49,2084.92,370.25,59,64,5,4.60,ALT3,0.14,11.22,736.75,27.03,13.30,4.48,0.10,8.44,19.24,10.60
DH103,4106.49,2084.92,365.25,64,69,5,3.76,ALT3,0.13,12.27,734.75,25.86,13.30,3.86,0.10,8.83,20.75,10.56
DH103,4106.49,2084.92,360.25,69,74,5,3.92,ALT3,0.11,10.49,733.75,26.40,13.30,5.31,0.07,6.80,24.01,8.49
DH103,4106.49,2084.92,355.25,74,79,5,3.90,ALT3,0.14,12.79,738.00,19.78,13.33,6.10,0.06,8.12,27.83,6.37
DH103,4106.49,2084.92,350.25,79,84,5,3.91,ALT3,0.12,13.74,722.00,17.96,13.33,6.76,0.06,7.16,29.89,5.94
DH103,4106.49,2084.92,345.75,84,88,4,3.24,ALT3,0.11,16.85,738.00,19.00,13.33,6.46,0.05,6.34,29.19,6.23
DH103,4106.49,2084.92,341.25,88,93,5,2.70,ALT4,0.09,18.20,722.00,16.53,13.38,8.25,0.05,4.23,32.68,5.96
DH103,4106.49,2084.92,336.25,93,98,5,1.84,ALT4,0.07,20.45,713.50,14.96,13.38,9.31,0.06,2.88,34.67,4.99
DH103,4106.49,2084.92,331.45,98,102.6,4.6,2.16,ALT4,0.10,21.06,699.00,15.44,13.38,8.73,0.04,3.60,31.78,4.44
DH103,4106.49,2084.92,326.65,102.6,107.6,5,2.21,ALT5,0.28,20.31,715.50,14.70,13.38,10.25,0.05,3.74,31.36,4.35
DH103,4106.49,2084.92,321.65,107.6,112.6,5,2.13,ALT5,0.19,21.91,725.50,13.58,13.38,9.97,0.05,4.92,30.84,4.10
DH103,4106.49,2084.92,316.65,112.6,117.6,5,1.20,ALT5,0.21,23.16,716.00,14.48,13.65,8.46,0.05,3.29,28.62,4.50
DH103,4106.49,2084.92,311.18,117.6,123.55,5.95,2.15,ALT5,0.13,20.67,699.00,16.58,13.38,8.98,0.07,3.61,29.71,6.03
DH108,3987.20,2038.02,433.08,0,5,5,36.29,ALT1,0.05,0.25,711.50,18.92,13.25,0.14,0.06,0.65,11.27,5.45
DH108,3987.20,2038.02,428.08,5,10,5,32.85,ALT1,0.11,0.29,716.00,15.80,13.19,0.14,0.04,0.89,23.71,4.28
DH108,3987.20,2038.02,423.08,10,15,5,29.79,ALT1,0.15,0.21,716.00,14.47,13.21,0.12,0.04,1.06,30.68,3.83
DH108,3987.20,2038.02,418.08,15,20,5,29.17,ALT1,0.17,0.21,716.00,14.35,13.23,0.13,0.04,1.22,31.55,4.04
DH108,3987.20,2038.02,413.08,20,25,5,29.08,ALT1,0.20,0.21,716.00,14.12,13.23,0.11,0.05,1.38,31.45,
DH108,3987.20,2038.02,408.08,25,30,5,28.26,ALT1,0.27,0.27,722.50,16.12,13.20,0.13,0.05,1.74,29.79,4.48
DH108,3987.20,2038.02,403.08,30,35,5,24.66,ALT1,0.41,0.40,722.50,23.61,13.33,0.14,0.06,2.72,23.16,6.07
DH108,3987.20,2038.02,398.08,35,40,5,17.81,ALT1,0.33,0.40,723.00,36.26,13.28,0.18,0.09,3.16,14.75,8.48
DH108,3987.20,2038.02,393.33,40,44.5,4.5,11.96,ALT1,0.41,0.42,684.00,45.16,13.04,0.26,0.14,3.65,8.28,11.95
DH108,3987.20,2038.02,388.58,44.5,49.5,5,8.99,ALT2,0.51,0.55,720.00,48.86,11.23,0.39,0.16,4.21,5.27,13.47
DH108,3987.20,2038.02,383.58,49.5,54.5,5,7.46,ALT2,0.42,0.51,661.25,50.95,11.82,0.41,0.16,3.69,4.63,13.94
DH108,3987.20,2038.02,378.60,54.5,59.45,4.95,6.92,ALT2,0.43,0.68,720.00,50.55,12.64,0.57,0.13,4.09,6.35,13.52
DH108,3987.20,2038.02,373.63,59.45,64.45,5,3.26,ALT3,0.14,12.93,723.25,33.39,13.30,2.51,0.09,9.72,17.12,7.91
DH108,3987.20,2038.02,368.63,64.45,69.45,5,3.28,ALT3,0.13,13.65,723.25,26.11,13.30,3.05,0.08,9.71,22.28,7.87
DH108,3987.20,2038.02,363.63,69.45,74.45,5,2.72,ALT3,0.12,14.67,723.25,21.57,13.30,2.61,0.08,9.79,27.27,7.19
DH108,3987.20,2038.02,358.63,74.45,79.45,5,2.29,ALT3,0.11,12.94,723.25,24.36,13.30,2.68,0.07,7.99,29.70,7.32
DH108,3987.20,2038.02,354.35,79.45,83,3.55,2.33,ALT3,0.12,12.97,764.75,17.84,13.30,3.99,0.05,6.20,38.50,5.28
DH108,3987.20,2038.02,350.08,83,88,5,2.85,ALT4,0.10,19.23,722.00,16.50,13.33,7.17,0.05,5.03,31.96,6.24
DH108,3987.20,2038.02,345.08,88,93,5,1.77,ALT4,0.08,16.16,737.00,18.24,13.32,7.39,0.07,4.57,34.86,6.04
DH108,3987.20,2038.02,340.08,93,98,5,1.67,ALT4,0.07,20.25,716.00,17.68,13.38,8.31,0.06,4.21,30.88,5.27
DH108,3987.20,2038.02,334.90,98,103.35,5.35,1.53,ALT4,0.07,23.07,716.00,15.33,13.38,8.33,0.07,5.99,28.77,5.89
DH108,3987.20,2038.02,329.73,103.35,108.35,5,2.05,ALT5,0.16,21.01,716.00,17.32,13.38,8.31,0.05,4.11,28.38,5.04
DH108,3987.20,2038.02,324.73,108.35,113.35,5,2.43,ALT5,0.24,21.95,699.00,13.99,13.38,8.88,0.04,5.03,28.42,4.05
DH108,3987.20,2038.02,319.73,113.35,118.35,5,2.27,ALT5,0.29,20.91,699.00,14.09,13.38,8.74,0.04,3.86,28.52,3.63
DH108,3987.20,2038.02,313.88,118.35,125.05,6.7,1.55,ALT5,0.14,22.15,699.00,15.64,13.38,8.95,0.05,4.29,29.54,4.73
DH112,3913.90,2132.33,432.15,0,5,5,37.22,ALT1,0.04,0.12,710.50,19.19,13.29,0.08,0.05,0.84,8.07,4.97
DH112,3913.90,2132.33,427.15,5,10,5,36.44,ALT1,0.08,0.16,710.50,17.16,13.25,0.10,0.04,0.83,15.05,4.20
DH112,3913.90,2132.33,422.15,10,15,5,33.19,ALT1,0.12,0.17,715.50,15.12,13.21,0.10,0.03,0.94,24.54,3.63
DH112,3913.90,2132.33,417.15,15,20,5,30.81,ALT1,0.15,0.15,717.50,14.28,13.32,0.10,0.03,1.08,29.55,3.48
DH112,3913.90,2132.33,412.15,20,25,5,29.89,ALT1,0.18,0.18,716.00,13.96,13.21,0.11,0.03,1.24,30.86,3.50
DH112,3913.90,2132.33,407.15,25,30,5,29.41,ALT1,0.22,0.22,716.00,14.22,13.21,0.13,0.03,1.48,30.58,3.70
DH112,3913.90,2132.33,402.15,30,35,5,26.98,ALT1,0.34,0.29,722.50,19.07,13.15,0.14,0.04,2.04,26.89,4.40
DH112,3913.90,2132.33,397.15,35,40,5,24.43,ALT1,0.41,0.37,722.50,23.74,13.33,0.14,0.06,2.62,22.62,5.55
DH112,3913.90,2132.33,392.15,40,45,5,21.19,ALT1,0.38,0.48,722.50,29.13,13.44,0.16,0.08,3.04,18.34,7.46
DH112,3913.90,2132.33,387.65,45,49,4,14.32,ALT1,0.33,0.45,723.00,40.09,13.33,0.29,0.13,3.33,11.04,11.93
DH112,3913.90,2132.33,383.15,49,54,5,8.41,ALT2,0.19,0.59,676.00,47.89,11.74,0.40,0.16,4.35,4.38,15.59
DH112,3913.90,2132.33,378.15,54,59,5,8.81,ALT2,0.18,0.71,703.25,43.46,11.63,0.30,0.22,4.64,5.20,17.21
DH112,3913.90,2132.33,373.15,59,64,5,10.29,ALT2,0.19,0.85,677.50,41.77,11.74,0.30,0.16,4.98,7.00,14.26
DH112,3913.90,2132.33,369.15,64,67,3,9.90,ALT2,0.22,2.19,705.00,39.53,11.66,0.21,0.15,5.86,6.93,15.44
DH112,3913.90,2132.33,365.15,67,72,5,6.89,ALT3,0.17,12.06,723.25,29.17,13.30,0.84,0.08,10.56,14.17,10.01
DH112,3913.90,2132.33,360.15,72,77,5,5.89,ALT3,0.15,12.27,723.25,24.37,13.30,2.46,0.07,9.68,21.14,7.96
DH112,3913.90,2132.33,355.15,77,82,5,4.18,ALT3,0.14,11.13,723.25,25.00,13.30,2.55,0.08,8.12,25.87,8.23
DH112,3913.90,2132.33,350.15,82,87,5,4.75,ALT3,0.15,13.61,723.25,21.97,13.30,3.04,0.06,10.12,24.81,6.03
DH112,3913.90,2132.33,345.15,87,92,5,4.04,ALT3,0.13,13.56,728.75,22.12,13.30,3.77,0.08,9.11,23.94,7.89
DH112,3913.90,2132.33,340.65,92,96,4,3.67,ALT3,0.11,13.70,733.75,21.63,13.30,4.90,0.07,6.97,28.35,6.24
DH112,3913.90,2132.33,336.15,96,101,5,2.50,ALT4,0.10,21.89,698.50,14.25,13.38,9.56,0.04,3.89,30.11,3.74
DH112,3913.90,2132.33,330.27,101,107.75,6.75,2.19,ALT4,0.11,21.22,699.00,15.12,13.38,8.86,0.05,3.33,30.48,4.68
DH112,3913.90,2132.33,324.40,107.75,112.75,5,2.73,ALT5,0.14,23.29,698.50,13.22,13.65,9.45,0.04,4.51,30.48,3.33
DH112,3913.90,2132.33,319.40,112.75,117.75,5,2.52,ALT5,0.15,22.22,698.50,14.37,13.38,9.82,0.04,4.11,30.10,3.71
DH112,3913.90,2132.33,314.40,117.75,122.75,5,2.55,ALT5,0.15,22.78,698.50,14.55,13.38,9.26,0.03,3.96,29.65,3.47
DH112,3913.90,2132.33,309.27,122.75,128,5.25,2.13,ALT5,0.11,22.67,698.50,15.05,13.38,9.41,0.04,3.57,31.86,3.95
DH115,4029.03,2179.16,430.30,0,5,5,37.01,ALT1,0.06,0.14,710.50,17.83,13.25,0.08,0.05,0.70,12.26,4.60
DH115,4029.03,2179.16,425.30,5,10,5,33.00,ALT1,0.12,0.23,716.00,14.93,13.18,0.12,0.03,0.95,25.57,3.62
DH115,4029.03,2179.16,420.30,10,15,5,30.75,ALT1,0.15,0.41,717.00,14.27,13.32,0.22,0.03,1.10,29.25,3.59
DH115,4029.03,2179.16,415.30,15,20,5,30.16,ALT1,0.19,0.26,716.00,13.84,13.21,0.16,0.03,1.31,30.81,3.70
DH115,4029.03,2179.16,410.30,20,25,5,29.35,ALT1,0.26,0.26,716.00,14.68,13.21,0.15,0.04,1.60,30.11,4.09
DH115,4029.03,2179.16,405.30,25,30,5,26.59,ALT1,0.37,0.32,722.50,19.95,13.16,0.15,0.05,2.16,25.87,5.02
DH115,4029.03,2179.16,400.30,30,35,5,23.59,ALT1,0.35,0.40,722.50,25.58,13.33,0.14,0.06,2.71,20.94,6.59
DH115,4029.03,2179.16,395.30,35,40,5,22.09,ALT1,0.35,0.48,722.50,27.70,13.40,0.14,0.07,3.09,18.89,7.64
DH115,4029.03,2179.16,390.00,40,45.6,5.6,17.33,ALT1,0.31,0.46,723.00,36.40,13.28,0.18,0.09,3.26,14.25,9.14
DH115,4029.03,2179.16,384.70,45.6,50.6,5,10.43,ALT2,0.23,0.41,682.00,43.73,11.68,0.43,0.17,3.35,7.95,16.48
DH115,4029.03,2179.16,379.70,50.6,55.6,5,8.40,ALT2,0.19,0.54,703.25,43.17,11.60,0.40,0.22,3.81,5.45,20.77
DH115,4029.03,2179.16,374.70,55.6,60.6,5,9.13,ALT2,0.31,0.59,706.50,45.88,11.66,0.13,0.15,4.69,5.73,14.16
DH115,4029.03,2179.16,370.00,60.6,65,4.4,7.69,ALT2,0.37,1.18,715.25,44.58,12.69,0.30,0.12,4.57,8.61,14.18
DH115,4029.03,2179.16,365.30,65,70,5,5.90,ALT3,0.18,7.59,723.25,28.54,13.30,2.82,0.05,5.60,25.99,8.18
DH115,4029.03,2179.16,360.30,70,75,5,5.04,ALT3,0.16,11.31,738.75,25.05,13.30,3.98,0.05,8.11,24.90,7.08
DH115,4029.03,2179.16,355.30,75,80,5,6.12,ALT3,0.20,9.21,733.75,21.74,13.33,5.57,0.04,6.29,29.95,5.33
DH115,4029.03,2179.16,350.30,80,85,5,5.63,ALT3,0.19,10.71,733.75,20.60,13.30,5.42,0.05,7.06,29.28,6.02
DH115,4029.03,2179.16,346.30,85,88,3,3.54,ALT3,0.14,15.19,720.75,22.53,12.69,3.79,0.13,7.74,19.75,14.12
DH115,4029.03,2179.16,342.30,88,93,5,2.01,ALT4,0.07,19.87,722.00,16.94,13.42,7.75,0.11,4.25,26.94,11.61
DH115,4029.03,2179.16,337.30,93,98,5,1.63,ALT4,0.07,21.30,698.50,15.83,13.38,9.26,0.07,3.40,30.52,7.81
DH115,4029.03,2179.16,332.80,98,102,4,1.56,ALT4,0.11,21.54,698.50,16.79,13.38,9.37,0.08,3.45,29.33,8.21
DH115,4029.03,2179.16,328.30,102,107,5,1.31,ALT5,0.12,22.10,698.50,16.58,13.38,9.34,0.06,3.94,29.65,6.08
DH115,4029.03,2179.16,323.30,107,112,5,1.49,ALT5,0.09,22.26,699.00,17.01,13.38,8.98,0.06,4.37,28.93,6.35
DH115,4029.03,2179.16,318.30,112,117,5,2.13,ALT5,0.13,20.98,716.00,16.38,13.38,8.26,0.05,4.30,28.57,5.36
DH115,4029.03,2179.16,312.18,117,124.25,7.25,2.23,ALT5,0.14,20.84,699.00,16.09,13.38,8.95,0.05,4.22,28.47,5.32
DH118,4149.18,2231.65,411.77,0,5,5,30.66,ALT1,0.16,0.30,717.00,16.05,13.32,0.18,0.04,1.30,22.68,4.46
DH118,4149.18,2231.65,406.77,5,10,5,25.36,ALT1,0.34,0.37,722.50,22.96,13.16,0.18,0.05,2.20,22.99,5.35
DH118,4149.18,2231.65,401.77,10,15,5,23.72,ALT1,0.32,0.44,722.50,26.10,13.33,0.15,0.05,2.69,20.18,6.30
DH118,4149.18,2231.65,396.77,15,20,5,21.38,ALT1,0.29,0.59,722.50,30.17,13.44,0.12,0.06,3.38,16.70,7.25
DH118,4149.18,2231.65,392.77,20,23,3,16.48,ALT1,0.24,0.53,723.00,38.17,13.28,0.11,0.07,3.90,12.31,8.32
DH118,4149.18,2231.65,388.77,23,28,5,13.23,ALT2,0.33,0.66,714.90,38.67,12.74,0.17,0.13,4.70,9.26,13.48
DH118,4149.18,2231.65,383.77,28,33,5,10.29,ALT2,0.21,0.73,674.50,43.09,13.04,0.25,0.14,4.23,7.85,15.65
DH118,4149.18,2231.65,379.32,33,36.9,3.9,7.82,ALT2,0.22,2.88,705.00,45.14,11.66,0.34,0.15,5.29,6.59,15.71
DH118,4149.18,2231.65,374.87,36.9,41.9,5,4.04,ALT3,0.17,18.61,721.00,24.17,13.30,1.20,0.08,14.36,14.24,9.38
DH118,4149.18,2231.65,369.87,41.9,46.9,5,3.32,ALT3,0.12,16.99,723.25,25.81,13.30,2.54,0.08,11.35,16.64,10.32
DH118,4149.18,2231.65,364.87,46.9,51.9,5,2.77,ALT3,0.12,17.90,723.25,24.70,12.69,2.64,0.10,11.38,15.96,12.06
DH118,4149.18,2231.65,359.32,51.9,58,6.1,3.19,ALT3,0.10,22.72,738.00,15.86,13.33,6.33,0.04,12.48,22.83,4.70
DH118,4149.18,2231.65,353.77,58,63,5,2.12,ALT4,0.07,20.74,699.00,16.65,13.38,9.09,0.05,4.57,30.46,7.17
DH118,4149.18,2231.65,348.77,63,68,5,2.10,ALT4,0.07,22.07,699.00,15.79,13.38,8.73,0.04,4.61,29.81,6.15
DH118,4149.18,2231.65,343.77,68,73,5,2.15,ALT4,0.10,21.92,722.00,15.80,13.38,8.15,0.05,3.75,29.96,6.18
DH118,4149.18,2231.65,339.72,73,76.1,3.1,2.82,ALT4,0.13,21.36,699.00,14.70,13.38,9.06,0.04,4.33,30.50,5.65
DH118,4149.18,2231.65,335.67,76.1,81.1,5,2.40,ALT5,0.16,22.69,722.00,15.81,13.38,7.70,0.06,5.31,24.99,8.26
DH118,4149.18,2231.65,330.67,81.1,86.1,5,1.64,ALT5,0.11,22.88,716.00,16.86,13.38,8.47,0.07,4.33,27.96,7.70
DH118,4149.18,2231.65,325.67,86.1,91.1,5,1.85,ALT5,0.11,21.79,699.00,17.08,13.38,9.00,0.06,3.38,30.56,6.58
DH118,4149.18,2231.65,320.67,91.1,96.1,5,2.43,ALT5,0.15,21.89,699.00,15.40,13.38,8.72,0.04,4.25,31.31,4.60
DH118,4149.18,2231.65,316.17,96.1,100.1,4,2.54,ALT5,0.13,22.16,722.00,15.47,13.38,8.04,0.05,4.26,31.61,4.31
DH135,4181.16,1988.65,430.72,0,5,5,36.67,ALT1,0.05,0.13,710.50,18.93,13.25,0.09,0.06,0.71,9.20,5.32
DH135,4181.16,1988.65,425.72,5,10,5,35.90,ALT1,0.08,0.17,711.50,17.10,13.12,0.11,0.05,0.82,16.66,4.36
DH135,4181.16,1988.65,420.72,10,15,5,31.36,ALT1,0.15,0.23,717.50,15.08,13.32,0.14,0.04,1.14,27.14,3.98
DH135,4181.16,1988.65,415.72,15,20,5,27.24,ALT1,0.30,0.42,722.50,17.88,13.15,0.16,0.06,1.93,27.12,5.19
DH135,4181.16,1988.65,410.72,20,25,5,25.01,ALT1,0.32,0.36,722.50,21.79,13.33,0.14,0.07,2.32,23.46,6.69
DH135,4181.16,1988.65,405.72,25,30,5,26.44,ALT1,0.26,0.28,722.50,19.82,13.16,0.13,0.06,2.04,,5.25
DH135,4181.16,1988.65,401.47,30,33.5,3.5,23.49,ALT1,0.23,0.25,722.50,26.15,13.40,0.12,0.06,2.25,22.50,5.46
DH135,4181.16,1988.65,396.87,33.5,39.2,5.7,7.10,ALT2,0.29,0.39,706.50,46.14,11.31,0.90,0.21,3.18,3.78,23.14
DH135,4181.16,1988.65,391.52,39.2,44.2,5,7.26,ALT3,0.13,14.40,723.25,25.10,13.30,1.54,0.09,11.18,16.73,9.07
DH135,4181.16,1988.65,386.52,44.2,49.2,5,5.94,ALT3,0.16,14.22,728.75,23.62,13.30,3.73,0.07,10.67,18.93,8.02
DH135,4181.16,1988.65,381.52,49.2,54.2,5,5.16,ALT3,0.14,13.94,736.75,22.10,13.30,4.60,0.06,10.04,21.37,9.00
DH135,4181.16,1988.65,376.52,54.2,59.2,5,4.87,ALT3,0.15,11.21,738.00,23.12,13.33,6.00,0.06,7.10,26.41,7.26
DH135,4181.16,1988.65,372.35,59.2,62.55,3.35,4.41,ALT3,0.15,11.13,742.00,22.61,13.33,5.65,0.07,6.30,28.73,7.11
DH135,4181.16,1988.65,368.17,62.55,67.55,5,3.12,ALT4,0.10,13.06,723.25,20.05,13.30,2.46,0.07,7.05,33.69,8.05
DH135,4181.16,1988.65,363.17,67.55,72.55,5,1.73,ALT4,0.10,9.53,725.75,15.83,13.30,2.05,0.07,6.01,46.40,6.12
DH135,4181.16,1988.65,358.17,72.55,77.55,5,2.19,ALT4,0.12,12.47,736.75,19.32,13.30,4.74,0.10,7.01,32.68,7.76
DH135,4181.16,1988.65,353.17,77.55,82.55,5,2.52,ALT4,0.13,10.51,762.75,19.27,13.30,4.62,0.08,5.61,37.00,6.64
DH135,4181.16,1988.65,347.20,82.55,89.5,6.95,1.57,ALT4,0.19,17.61,748.75,14.35,13.30,5.06,0.05,3.90,34.75,5.28
DH135,4181.16,1988.65,341.22,89.5,94.5,5,1.62,ALT5,0.21,20.64,716.00,15.46,13.38,8.28,0.06,3.37,25.73,5.97
DH135,4181.16,1988.65,336.22,94.5,99.5,5,2.60,ALT5,0.26,19.19,699.00,15.59,13.38,8.75,0.04,3.52,26.67,3.85
DH135,4181.16,1988.65,331.22,99.5,104.5,5,1.85,ALT5,0.15,19.92,699.00,18.87,13.38,8.53,0.03,3.59,27.82,3.99
DH135,4181.16,1988.65,326.22,104.5,109.5,5,1.86,ALT5,0.15,19.93,699.00,19.65,13.38,8.58,0.03,3.92,28.12,4.24
DH135,4181.16,1988.65,321.22,109.5,114.5,5,2.61,ALT5,0.19,21.20,698.50,14.89,13.38,9.35,0.03,5.24,29.06,3.68
DH135,4181.16,1988.65,316.22,114.5,119.5,5,2.36,ALT5,0.14,21.75,698.50,14.81,13.38,9.69,0.04,5.10,29.76,4.29
DH135,4181.16,1988.65,311.32,119.5,124.3,4.8,2.04,ALT5,0.12,22.08,698.50,14.53,13.38,9.39,0.05,5.42,29.51,4.61
DH145,4592.88,1968.19,410.96,0,5,5,30.69,ALT1,0.11,0.26,717.00,16.92,13.32,0.10,0.06,1.15,22.08,5.81
DH145,4592.88,1968.19,405.96,5,10,5,21.86,ALT1,0.21,0.39,722.50,28.32,13.44,0.12,0.07,2.27,19.83,7.00
DH145,4592.88,1968.19,400.96,10,15,5,15.37,ALT1,0.19,0.41,723.00,39.24,13.29,0.09,0.09,3.26,12.38,9.06
DH145,4592.88,1968.19,395.96,15,20,5,12.81,ALT1,0.23,0.39,723.00,44.25,13.30,0.13,0.13,3.45,9.99,10.30
DH145,4592.88,1968.19,390.96,20,25,5,12.35,ALT2,0.32,0.57,702.90,40.27,11.73,0.15,0.22,4.09,8.96,15.31
DH145,4592.88,1968.19,385.96,25,30,5,8.85,ALT2,0.27,0.60,748.00,44.13,11.60,0.20,0.29,4.09,5.49,19.04
DH145,4592.88,1968.19,380.96,30,35,5,6.43,ALT2,0.17,0.63,696.75,51.54,11.60,0.27,0.28,3.93,2.85,18.83
DH145,4592.88,1968.19,376.96,35,38,3,9.53,ALT2,0.13,0.40,701.00,46.56,11.68,0.19,0.18,3.22,7.98,14.69
DH145,4592.88,1968.19,372.96,38,43,5,6.39,ALT3,0.17,10.67,714.25,35.47,12.69,0.64,0.13,9.49,8.37,12.90
DH145,4592.88,1968.19,367.96,43,48,5,6.70,ALT3,0.17,12.04,723.25,31.78,13.30,1.05,0.09,10.30,11.10,10.75
